network,station,Startdate,Enddate,latitude,longitude,elevation,sample_frequency,duration_info,URL1,URL2,URL3
TA,I05A,2004-07-21,2008-01-30,44.1626,-121.2675,1011.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_I05A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_I05A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_I05A_3.jpg
TA,I05D,2009-10-20,2599-12-31,44.3386,-121.3395,811.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_I05D_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_I05D_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_I05D_3.jpg
TA,I06A,2006-02-02,2008-04-09,43.9437,-120.2107,1296.9,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_I06A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_I06A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_I06A_3.jpg
TA,I07A,2006-07-21,2009-01-08,44.082,-119.5042,1293.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_I07A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_I07A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_I07A_3.jpg
TA,I08A,2006-07-23,2008-04-06,43.9104,-118.5692,1189.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_I08A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_I08A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_I08A_3.jpg
TA,I09A,2006-07-27,2008-07-11,43.9733,-117.7407,950.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_I09A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_I09A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_I09A_3.jpg
TA,I10A,2006-10-26,2008-07-19,44.086,-116.8029,782.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_I10A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_I10A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_I10A_3.jpg
TA,I11A,2006-11-16,2008-07-21,43.9121,-115.9578,1288.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_I11A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_I11A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_I11A_3.jpg
TA,I12A,2007-07-28,2009-07-28,43.7945,-115.1328,1849.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_I12A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_I12A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_I12A_3.jpg
TA,I13A,2007-01-10,2009-06-03,43.9146,-114.1169,2104.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_I13A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_I13A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_I13A_3.jpg
TA,I14A,2007-08-13,2009-08-13,43.9286,-113.4518,1897.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_I14A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_I14A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_I14A_3.jpg
TA,I15A,2007-08-14,2009-06-05,43.9997,-112.485,1470.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_I15A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_I15A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_I15A_3.jpg
TA,I16A,2007-08-15,2009-09-17,43.8756,-111.4868,1744.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_I16A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_I16A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_I16A_3.jpg
TA,I17A,2007-09-19,2010-06-09,43.92,-110.5759,2134.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_I17A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_I17A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_I17A_3.jpg
TA,I18A,2007-10-26,2009-09-18,43.7013,-109.8171,2322.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_I18A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_I18A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_I18A_3.jpg
TA,I19A,2008-08-12,2010-09-14,44.0363,-108.9943,1982.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_I19A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_I19A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_I19A_3.jpg
TA,I20A,2008-07-27,2010-09-13,43.9496,-108.1283,1342.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_I20A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_I20A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_I20A_3.jpg
TA,I21A,2008-07-29,2010-09-13,43.8122,-107.292,1639.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_I21A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_I21A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_I21A_3.jpg
TA,I22A,2008-10-08,2010-09-07,43.8924,-106.484,1430.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_I22A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_I22A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_I22A_3.jpg
TA,I23A,2008-10-16,2010-09-10,43.9605,-105.4629,1462.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_I23A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_I23A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_I23A_3.jpg
TA,I23K,2014-09-13,2599-12-31,65.1479,-149.3603,149.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_I23K_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_I23K_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_I23K_3.jpg
TA,I24A,2008-10-23,2010-08-16,43.8594,-104.6263,1338.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_I24A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_I24A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_I24A_3.jpg
TA,I25A,2009-06-23,2011-05-28,44.0196,-103.7324,1856.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_I25A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_I25A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_I25A_3.jpg
TA,I26A,2009-06-18,2011-05-08,44.0309,-102.8596,971.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_I26A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_I26A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_I26A_3.jpg
TA,I27A,2009-06-17,2011-05-08,44.069,-102.0525,867.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_I27A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_I27A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_I27A_3.jpg
TA,I28A,2009-06-13,2011-05-27,43.9996,-101.1692,655.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_I28A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_I28A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_I28A_3.jpg
TA,I29A,2009-09-11,2011-06-30,44.0215,-100.3034,592.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_I29A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_I29A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_I29A_3.jpg
TA,I30A,2009-09-16,2011-07-11,43.9143,-99.4262,549.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_I30A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_I30A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_I30A_3.jpg
TA,I31A,2010-07-25,2012-06-08,44.0297,-98.5352,469.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_I31A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_I31A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_I31A_3.jpg
TA,I32A,2010-07-26,2012-06-06,44.0271,-97.4643,493.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_I32A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_I32A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_I32A_3.jpg
TA,I33A,2010-08-01,2012-06-06,44.0475,-96.7989,509.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_I33A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_I33A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_I33A_3.jpg
TA,I34A,2010-07-27,2012-05-22,44.0392,-95.86,509.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_I34A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_I34A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_I34A_3.jpg
TA,I35A,2010-07-28,2012-05-22,43.8565,-94.9829,428.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_I35A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_I35A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_I35A_3.jpg
TA,I36A,2010-09-20,2012-09-12,44.0191,-94.0143,307.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_I36A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_I36A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_I36A_3.jpg
TA,I37A,2010-10-09,2012-09-10,44.0148,-93.4003,371.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_I37A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_I37A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_I37A_3.jpg
TA,I38A,2010-10-08,2012-09-08,44.0405,-92.3306,390.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_I38A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_I38A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_I38A_3.jpg
TA,I39A,2011-08-09,2013-06-05,43.8543,-91.5231,393.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_I39A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_I39A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_I39A_3.jpg
TA,I40A,2011-08-04,2013-06-05,43.8916,-90.6177,419.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_I40A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_I40A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_I40A_3.jpg
TA,I41A,2011-08-03,2013-11-09,44.0592,-89.8697,289.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_I41A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_I41A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_I41A_3.jpg
TA,I42A,2011-09-28,2013-11-27,43.8908,-88.9134,298.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_I42A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_I42A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_I42A_3.jpg
TA,I43A,2011-10-11,2013-06-03,43.8844,-88.146,299.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_I43A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_I43A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_I43A_3.jpg
TA,I45A,2012-11-05,2014-07-14,44.0361,-86.2348,215.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_I45A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_I45A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_I45A_3.jpg
TA,I46A,2012-11-05,2014-07-12,43.9411,-85.4472,359.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_I46A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_I46A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_I46A_3.jpg
TA,I47A,2012-11-06,2014-07-06,44.0193,-84.5096,269.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_I47A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_I47A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_I47A_3.jpg
TA,I48A,2012-11-06,2014-06-23,44.1873,-83.7022,192.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_I48A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_I48A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_I48A_3.jpg
TA,I49A,2012-10-17,2014-06-29,43.94,-82.8246,217.0,40,perm,http://folk.uib.no/hif002/glimer-figs/NOT_AVAILABLE.jpg,http://folk.uib.no/hif002/glimer-figs/NOT_AVAILABLE.jpg,http://folk.uib.no/hif002/glimer-figs/NOT_AVAILABLE.jpg
TA,I51A,2012-11-29,2599-12-31,43.8036,-81.0231,376.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_I51A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_I51A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_I51A_3.jpg
TA,I52A,2012-11-17,2014-08-08,44.068,-80.177,505.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_I52A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_I52A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_I52A_3.jpg
TA,I53A,2012-11-28,2014-08-06,43.8238,-79.5912,195.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_I53A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_I53A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_I53A_3.jpg
TA,I55A,2012-11-15,2014-09-26,44.2161,-77.6817,132.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_I55A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_I55A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_I55A_3.jpg
TA,I57A,2013-08-26,2599-12-31,43.9377,-75.6599,321.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_I57A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_I57A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_I57A_3.jpg
TA,I58A,2013-08-26,2599-12-31,43.6901,-74.9733,599.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_I58A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_I58A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_I58A_3.jpg
TA,I59A,2013-09-18,2599-12-31,43.7957,-73.8744,390.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_I59A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_I59A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_I59A_3.jpg
TA,I60A,2013-09-20,2599-12-31,43.844,-73.2916,101.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_I60A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_I60A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_I60A_3.jpg
TA,I61A,2013-09-03,2599-12-31,43.9323,-72.2087,287.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_I61A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_I61A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_I61A_3.jpg
TA,I62A,2013-09-07,2599-12-31,43.8743,-71.3359,264.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_I62A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_I62A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_I62A_3.jpg
TA,I63A,2013-09-27,2599-12-31,44.0505,-70.5809,177.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_I63A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_I63A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_I63A_3.jpg
TA,I64A,2013-09-26,2599-12-31,43.9197,-69.6347,17.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_I64A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_I64A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_I64A_3.jpg
TA,J01D,2010-08-06,2012-10-03,43.1614,-123.9314,131.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_J01D_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_J01D_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_J01D_3.jpg
TA,J01E,2012-10-10,2599-12-31,43.1615,-123.9314,128.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_J01E_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_J01E_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_J01E_3.jpg
TA,J02A,2005-11-16,2007-11-29,43.3654,-123.5747,136.2,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_J02A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_J02A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_J02A_3.jpg
TA,J03A,2005-12-15,2007-10-31,43.3717,-122.9646,292.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_J03A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_J03A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_J03A_3.jpg
TA,J04A,2006-10-31,2007-10-30,43.2406,-122.1093,1952.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_J04A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_J04A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_J04A_3.jpg
TA,J04D,2009-10-09,2599-12-31,43.2405,-122.1093,1948.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_J04D_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_J04D_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_J04D_3.jpg
TA,J05A,2006-07-18,2007-11-02,43.2843,-121.2357,1540.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_J05A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_J05A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_J05A_3.jpg
TA,J05D,2009-10-16,2599-12-31,43.2848,-121.2347,1541.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_J05D_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_J05D_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_J05D_3.jpg
TA,J06A,2006-02-01,2008-04-10,43.2515,-120.1528,1407.2,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_J06A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_J06A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_J06A_3.jpg
TA,J07A,2006-06-20,2008-04-04,43.3736,-119.3105,1273.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_J07A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_J07A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_J07A_3.jpg
TA,J08A,2006-06-28,2009-01-08,43.358,-118.4743,1229.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_J08A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_J08A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_J08A_3.jpg
TA,J09A,2006-08-07,2008-07-11,43.3471,-117.7542,1303.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_J09A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_J09A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_J09A_3.jpg
TA,J10A,2006-11-29,2008-07-24,43.4275,-116.767,748.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_J10A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_J10A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_J10A_3.jpg
TA,J11A,2006-12-05,2009-10-12,43.4151,-115.8278,1302.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_J11A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_J11A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_J11A_3.jpg
TA,J12A,2006-12-08,2008-07-25,43.25,-115.098,1587.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_J12A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_J12A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_J12A_3.jpg
TA,J13A,2006-12-09,2009-06-02,43.3979,-114.1742,1552.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_J13A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_J13A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_J13A_3.jpg
TA,J14A,2007-08-11,2009-06-01,43.3234,-113.5178,1649.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_J14A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_J14A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_J14A_3.jpg
TA,J15A,2007-08-09,2009-05-09,43.3998,-112.4334,1497.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_J15A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_J15A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_J15A_3.jpg
TA,J16A,2007-07-25,2009-05-10,43.2741,-111.6119,2004.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_J16A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_J16A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_J16A_3.jpg
TA,J17A,2007-10-25,2009-05-16,43.3629,-110.7118,1975.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_J17A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_J17A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_J17A_3.jpg
TA,J18A,2007-11-05,2009-05-17,43.2112,-110.02,2357.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_J18A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_J18A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_J18A_3.jpg
TA,J19A,2008-08-08,2010-09-12,43.2649,-109.0531,1782.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_J19A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_J19A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_J19A_3.jpg
TA,J20A,2008-08-09,2010-09-11,43.3531,-108.0842,1500.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_J20A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_J20A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_J20A_3.jpg
TA,J21A,2008-08-07,2010-09-11,43.3459,-107.4459,1913.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_J21A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_J21A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_J21A_3.jpg
TA,J22A,2008-08-06,2010-09-07,43.4126,-106.4785,1587.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_J22A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_J22A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_J22A_3.jpg
TA,J23A,2008-10-15,2010-09-08,43.4036,-105.5524,1499.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_J23A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_J23A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_J23A_3.jpg
TA,J24A,2008-10-25,2010-09-11,43.3305,-104.6613,1315.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_J24A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_J24A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_J24A_3.jpg
TA,J25A,2009-06-06,2011-05-10,43.3901,-103.8026,1220.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_J25A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_J25A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_J25A_3.jpg
TA,J26A,2009-07-31,2011-06-01,43.3126,-103.0752,993.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_J26A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_J26A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_J26A_3.jpg
TA,J27A,2009-08-01,2011-05-11,43.2526,-102.0069,1081.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_J27A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_J27A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_J27A_3.jpg
TA,J28A,2009-06-02,2011-05-05,43.4239,-101.2359,835.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_J28A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_J28A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_J28A_3.jpg
TA,J29A,2009-09-18,2011-05-05,43.4061,-100.3253,644.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_J29A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_J29A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_J29A_3.jpg
TA,J30A,2009-09-17,2011-08-21,43.3248,-99.4922,608.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_J30A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_J30A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_J30A_3.jpg
TA,J31A,2010-07-31,2012-05-18,43.2915,-98.7396,491.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_J31A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_J31A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_J31A_3.jpg
TA,J32A,2010-07-24,2012-05-21,43.3719,-97.8476,399.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_J32A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_J32A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_J32A_3.jpg
TA,J33A,2010-07-27,2012-05-17,43.3185,-96.9667,400.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_J33A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_J33A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_J33A_3.jpg
TA,J34A,2010-07-30,2012-05-17,43.2844,-95.9579,432.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_J34A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_J34A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_J34A_3.jpg
TA,J35A,2010-07-29,2012-05-16,43.3655,-95.2078,457.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_J35A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_J35A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_J35A_3.jpg
TA,J36A,2010-10-07,2012-09-16,43.3292,-94.3395,370.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_J36A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_J36A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_J36A_3.jpg
