network,station,Startdate,Enddate,latitude,longitude,elevation,sample_frequency,duration_info,URL1,URL2,URL3
TA,U05C,2004-12-04,2007-12-06,36.3356,-120.1205,92.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_U05C_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_U05C_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_U05C_3.jpg
TA,U10A,2006-06-17,2008-10-15,36.4193,-116.3297,668.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_U10A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_U10A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_U10A_3.jpg
TA,U11A,2006-06-20,2008-10-13,36.423,-115.3835,867.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_U11A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_U11A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_U11A_3.jpg
TA,U12A,2006-06-21,2008-10-11,36.4321,-114.5388,644.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_U12A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_U12A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_U12A_3.jpg
TA,U13A,2007-02-16,2008-11-12,36.4151,-113.9653,712.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_U13A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_U13A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_U13A_3.jpg
TA,U14A,2007-02-18,2008-11-13,36.4182,-113.1805,1916.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_U14A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_U14A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_U14A_3.jpg
TA,U15A,2007-05-16,2010-05-28,36.428,-112.2915,2489.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_U15A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_U15A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_U15A_3.jpg
TA,U16A,2007-05-18,2009-02-08,36.1428,-111.1297,1544.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_U16A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_U16A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_U16A_3.jpg
TA,U17A,2007-06-08,2009-02-09,36.5996,-110.6624,1976.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_U17A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_U17A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_U17A_3.jpg
TA,U18A,2007-05-19,2009-02-11,36.4199,-109.8696,1878.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_U18A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_U18A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_U18A_3.jpg
TA,U19A,2008-02-21,2009-03-18,36.2925,-109.2076,2166.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_U19A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_U19A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_U19A_3.jpg
TA,U20A,2008-02-19,2009-11-21,36.3758,-108.5204,1682.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_U20A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_U20A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_U20A_3.jpg
TA,U21A,2008-05-23,2009-11-20,36.4277,-107.6578,2124.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_U21A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_U21A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_U21A_3.jpg
TA,U22A,2008-05-22,2010-04-03,36.3773,-106.8546,2119.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_U22A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_U22A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_U22A_3.jpg
TA,U23A,2008-05-21,2010-04-06,36.3289,-106.1919,2093.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_U23A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_U23A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_U23A_3.jpg
TA,U24A,2008-05-18,2010-04-11,36.4093,-105.2784,2573.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_U24A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_U24A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_U24A_3.jpg
TA,U25A,2008-05-12,2010-04-15,36.3998,-104.4081,1845.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_U25A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_U25A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_U25A_3.jpg
TA,U26A,2008-05-11,2010-04-19,36.3945,-103.7439,1861.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_U26A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_U26A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_U26A_3.jpg
TA,U27A,2009-04-15,2010-11-09,36.4213,-102.8246,1342.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_U27A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_U27A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_U27A_3.jpg
TA,U28A,2009-04-16,2010-11-09,36.3793,-102.2243,1165.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_U28A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_U28A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_U28A_3.jpg
TA,U29A,2009-04-20,2011-03-13,36.4519,-101.2702,928.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_U29A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_U29A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_U29A_3.jpg
TA,U30A,2009-04-06,2011-03-12,36.5304,-100.6509,881.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_U30A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_U30A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_U30A_3.jpg
TA,U31A,2009-04-07,2011-03-12,36.3695,-99.8508,725.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_U31A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_U31A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_U31A_3.jpg
TA,U32A,2009-10-24,2012-02-27,36.3795,-99.0014,525.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_U32A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_U32A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_U32A_3.jpg
TA,U33A,2009-10-25,2011-08-31,36.4327,-98.1135,393.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_U33A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_U33A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_U33A_3.jpg
TA,U34A,2009-10-23,2011-09-02,36.4365,-97.5354,345.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_U34A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_U34A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_U34A_3.jpg
TA,U35A,2010-06-18,2012-02-12,36.3709,-96.7318,303.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_U35A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_U35A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_U35A_3.jpg
TA,U36A,2010-06-19,2012-02-12,36.3927,-95.7325,187.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_U36A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_U36A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_U36A_3.jpg
TA,U37A,2010-06-17,2012-02-19,36.406,-95.1161,248.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_U37A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_U37A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_U37A_3.jpg
TA,U38A,2010-06-16,2012-02-19,36.4394,-94.3857,389.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_U38A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_U38A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_U38A_3.jpg
TA,U39A,2011-01-26,2012-10-30,36.3823,-93.4805,433.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_U39A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_U39A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_U39A_3.jpg
TA,U40A,2011-01-27,2599-12-31,36.3563,-92.8535,374.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_U40A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_U40A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_U40A_3.jpg
TA,U41A,2011-06-22,2013-05-26,36.344,-91.9203,300.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_U41A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_U41A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_U41A_3.jpg
TA,U42A,2011-06-21,2013-03-13,36.3514,-91.2383,119.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_U42A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_U42A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_U42A_3.jpg
TA,U43A,2011-07-21,2013-03-15,36.3693,-90.4057,96.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_U43A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_U43A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_U43A_3.jpg
TA,U44A,2011-07-26,2013-05-01,36.5047,-89.6863,89.0,40,perm,http://folk.uib.no/hif002/glimer-figs/NOT_AVAILABLE.jpg,http://folk.uib.no/hif002/glimer-figs/NOT_AVAILABLE.jpg,http://folk.uib.no/hif002/glimer-figs/NOT_AVAILABLE.jpg
TA,U44B,2011-08-04,2013-03-09,36.3391,-89.3507,136.0,40,perm,http://folk.uib.no/hif002/glimer-figs/NOT_AVAILABLE.jpg,http://folk.uib.no/hif002/glimer-figs/NOT_AVAILABLE.jpg,http://folk.uib.no/hif002/glimer-figs/NOT_AVAILABLE.jpg
TA,U45A,2011-08-08,2013-03-14,36.3481,-88.7635,144.0,40,perm,http://folk.uib.no/hif002/glimer-figs/NOT_AVAILABLE.jpg,http://folk.uib.no/hif002/glimer-figs/NOT_AVAILABLE.jpg,http://folk.uib.no/hif002/glimer-figs/NOT_AVAILABLE.jpg
TA,U46A,2011-11-20,2013-07-24,36.359,-88.1773,146.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_U46A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_U46A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_U46A_3.jpg
TA,U47A,2011-12-03,2013-07-24,36.4413,-87.2892,145.0,40,perm,http://folk.uib.no/hif002/glimer-figs/NOT_AVAILABLE.jpg,http://folk.uib.no/hif002/glimer-figs/NOT_AVAILABLE.jpg,http://folk.uib.no/hif002/glimer-figs/NOT_AVAILABLE.jpg
TA,U48A,2011-12-10,2013-07-20,36.5107,-86.5402,268.0,40,perm,http://folk.uib.no/hif002/glimer-figs/NOT_AVAILABLE.jpg,http://folk.uib.no/hif002/glimer-figs/NOT_AVAILABLE.jpg,http://folk.uib.no/hif002/glimer-figs/NOT_AVAILABLE.jpg
TA,U49A,2012-05-22,2014-02-24,36.5129,-85.7796,234.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_U49A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_U49A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_U49A_3.jpg
TA,U50A,2012-05-28,2014-02-23,36.4156,-84.8431,474.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_U50A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_U50A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_U50A_3.jpg
TA,U51A,2012-05-30,2014-02-27,36.3786,-84.0165,472.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_U51A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_U51A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_U51A_3.jpg
TA,U52A,2012-05-29,2014-02-25,36.3929,-83.3671,510.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_U52A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_U52A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_U52A_3.jpg
TA,U53A,2012-05-21,2014-03-06,36.3644,-82.5765,559.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_U53A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_U53A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_U53A_3.jpg
TA,U54A,2013-02-28,2599-12-31,36.5209,-81.8204,837.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_U54A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_U54A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_U54A_3.jpg
TA,U55A,2013-02-21,2599-12-31,36.5023,-81.0472,863.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_U55A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_U55A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_U55A_3.jpg
TA,U56A,2013-04-24,2599-12-31,36.3472,-80.3829,363.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_U56A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_U56A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_U56A_3.jpg
TA,U57A,2013-04-21,2599-12-31,36.4319,-79.3364,178.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_U57A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_U57A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_U57A_3.jpg
TA,U58A,2013-03-21,2599-12-31,36.3944,-78.5493,169.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_U58A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_U58A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_U58A_3.jpg
TA,U59A,2013-03-21,2599-12-31,36.3526,-77.7925,99.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_U59A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_U59A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_U59A_3.jpg
TA,U60A,2013-04-23,2599-12-31,36.4718,-77.1596,8.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_U60A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_U60A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_U60A_3.jpg
TA,U61A,2013-04-24,2599-12-31,36.3319,-76.4464,4.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_U61A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_U61A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_U61A_3.jpg
TA,V03C,2005-02-23,2007-12-05,36.0214,-121.2356,336.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_V03C_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_V03C_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_V03C_3.jpg
TA,V04C,2004-06-07,2007-09-01,35.636,-120.8699,431.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_V04C_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_V04C_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_V04C_3.jpg
TA,V05C,2005-04-11,2007-12-07,35.8667,-119.9028,118.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_V05C_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_V05C_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_V05C_3.jpg
TA,V11A,2006-06-16,2008-10-14,35.8384,-115.4305,1117.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_V11A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_V11A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_V11A_3.jpg
TA,V12A,2006-06-19,2008-10-16,35.7266,-114.8511,1098.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_V12A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_V12A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_V12A_3.jpg
TA,V13A,2007-03-10,2008-10-17,35.8522,-113.984,1402.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_V13A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_V13A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_V13A_3.jpg
TA,V14A,2007-03-09,2008-11-07,35.6339,-113.1053,1731.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_V14A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_V14A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_V14A_3.jpg
TA,V15A,2007-04-19,2008-11-21,35.8191,-112.1731,1891.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_V15A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_V15A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_V15A_3.jpg
TA,V17A,2008-02-14,2009-02-06,35.6218,-110.7938,1596.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_V17A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_V17A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_V17A_3.jpg
TA,V18A,2007-05-11,2009-02-07,35.7113,-109.9327,1977.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_V18A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_V18A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_V18A_3.jpg
TA,V19A,2007-05-10,2009-02-21,35.7147,-109.0456,2082.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_V19A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_V19A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_V19A_3.jpg
TA,V20A,2008-02-16,2009-11-22,35.7992,-108.4662,1889.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_V20A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_V20A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_V20A_3.jpg
TA,V21A,2008-02-18,2009-11-22,35.8054,-107.6378,2046.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_V21A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_V21A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_V21A_3.jpg
TA,V22A,2008-05-02,2010-04-04,35.9138,-106.9094,2164.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_V22A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_V22A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_V22A_3.jpg
TA,V23A,2008-05-05,2010-04-08,35.7452,-106.1833,1991.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_V23A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_V23A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_V23A_3.jpg
TA,V24A,2008-06-03,2010-04-02,35.7259,-105.2716,2187.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_V24A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_V24A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_V24A_3.jpg
TA,V25A,2008-05-17,2010-04-10,35.8383,-104.6164,1861.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_V25A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_V25A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_V25A_3.jpg
TA,V26A,2008-05-10,2010-04-20,35.7964,-103.786,1362.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_V26A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_V26A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_V26A_3.jpg
TA,V27A,2009-04-14,2010-11-10,35.7569,-102.8361,1228.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_V27A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_V27A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_V27A_3.jpg
TA,V28A,2009-01-17,2010-11-10,35.7505,-102.2243,1163.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_V28A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_V28A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_V28A_3.jpg
TA,V29A,2009-01-18,2010-11-11,35.8734,-101.5209,953.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_V29A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_V29A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_V29A_3.jpg
TA,V30A,2009-04-03,2011-02-16,35.7623,-100.6892,931.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_V30A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_V30A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_V30A_3.jpg
TA,V31A,2009-04-08,2011-02-15,35.7739,-99.8425,687.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_V31A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_V31A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_V31A_3.jpg
TA,V32A,2009-10-29,2011-09-01,35.7202,-99.0437,533.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_V32A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_V32A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_V32A_3.jpg
TA,V33A,2009-10-31,2011-09-01,35.8209,-98.2862,420.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_V33A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_V33A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_V33A_3.jpg
TA,V34A,2009-10-31,2011-09-03,35.8345,-97.5176,329.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_V34A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_V34A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_V34A_3.jpg
TA,V35A,2010-03-13,2012-02-20,35.7626,-96.8378,280.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_V35A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_V35A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_V35A_3.jpg
TA,V36A,2010-06-10,2012-02-09,35.7863,-95.9425,236.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_V36A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_V36A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_V36A_3.jpg
TA,V37A,2010-06-11,2012-02-17,35.883,-95.141,219.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_V37A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_V37A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_V37A_3.jpg
TA,V38A,2010-06-15,2012-02-17,35.8626,-94.4077,372.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_V38A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_V38A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_V38A_3.jpg
TA,V39A,2011-01-29,2012-10-30,35.8389,-93.645,744.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_V39A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_V39A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_V39A_3.jpg
TA,V40A,2011-02-20,2012-11-05,35.8044,-92.8232,570.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_V40A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_V40A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_V40A_3.jpg
TA,V41A,2011-05-12,2013-02-17,35.7851,-92.1554,413.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_V41A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_V41A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_V41A_3.jpg
TA,V42A,2011-05-13,2013-02-15,35.806,-91.39,134.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_V42A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_V42A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_V42A_3.jpg
TA,V43A,2011-07-20,2013-03-12,35.7857,-90.5443,74.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_V43A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_V43A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_V43A_3.jpg
TA,V44A,2011-05-14,2013-03-11,35.8282,-89.8954,78.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_V44A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_V44A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_V44A_3.jpg
TA,V45A,2011-05-15,2013-03-16,35.7403,-88.9591,126.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_V45A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_V45A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_V45A_3.jpg
TA,V46A,2012-01-13,2013-07-28,35.8007,-88.1177,162.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_V46A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_V46A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_V46A_3.jpg
TA,V47A,2012-01-12,2013-07-28,35.8278,-87.5205,240.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_V47A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_V47A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_V47A_3.jpg
TA,V48A,2011-12-11,2013-12-16,35.74,-86.8219,278.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_V48A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_V48A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_V48A_3.jpg
TA,V49A,2012-05-06,2014-02-24,35.7663,-85.903,329.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_V49A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_V49A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_V49A_3.jpg
TA,V50A,2012-05-07,2014-02-22,35.6713,-85.1,287.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_V50A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_V50A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_V50A_3.jpg
TA,V51A,2012-05-08,2014-03-10,35.8033,-84.3511,243.0,40,perm,http://folk.uib.no/hif002/glimer-figs/TA_V51A_1.jpg,http://folk.uib.no/hif002/glimer-figs/TA_V51A_2.jpg,http://folk.uib.no/hif002/glimer-figs/TA_V51A_3.jpg
